,URL,amount,nutrient,recipe
17,https://www.allrecipes.com/recipe/25203/brown-sugar-meatloaf/,26mcg,Folate,Brown Sugar Meatloaf
0,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,25.3g,Total Fat,Baked Ziti I
1,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,13.0g,Saturated Fat,Baked Ziti I
2,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,71mg,Cholesterol,Baked Ziti I
3,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,914mg,Sodium,Baked Ziti I
4,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,721mg,Potassium,Baked Ziti I
5,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,58.4g,Total Carbohydrates,Baked Ziti I
6,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,6g,Dietary Fiber,Baked Ziti I
7,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,27.9g,Protein,Baked Ziti I
8,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,14g,Sugars,Baked Ziti I
9,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,1135IU,Vitamin A,Baked Ziti I
10,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,4mg,Vitamin C,Baked Ziti I
11,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,359mg,Calcium,Baked Ziti I
12,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,3mg,Iron,Baked Ziti I
13,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,0mg,Thiamin,Baked Ziti I
14,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,15mg,Niacin,Baked Ziti I
15,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,0mg,Vitamin B6,Baked Ziti I
16,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,72mg,Magnesium,Baked Ziti I
17,https://www.allrecipes.com/recipe/11758/baked-ziti-i/,114mcg,Folate,Baked Ziti I
0,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,9.8g,Total Fat,Baked Teriyaki Chicken
1,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,3.0g,Saturated Fat,Baked Teriyaki Chicken
2,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,85mg,Cholesterol,Baked Teriyaki Chicken
3,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,1282mg,Sodium,Baked Teriyaki Chicken
4,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,272mg,Potassium,Baked Teriyaki Chicken
5,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,19.9g,Total Carbohydrates,Baked Teriyaki Chicken
6,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,0.2g,Dietary Fiber,Baked Teriyaki Chicken
7,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,24.7g,Protein,Baked Teriyaki Chicken
8,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,17g,Sugars,Baked Teriyaki Chicken
9,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,59IU,Vitamin A,Baked Teriyaki Chicken
10,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,0mg,Vitamin C,Baked Teriyaki Chicken
11,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,17mg,Calcium,Baked Teriyaki Chicken
12,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,2mg,Iron,Baked Teriyaki Chicken
13,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,0mg,Thiamin,Baked Teriyaki Chicken
14,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,11mg,Niacin,Baked Teriyaki Chicken
15,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,0mg,Vitamin B6,Baked Teriyaki Chicken
16,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,32mg,Magnesium,Baked Teriyaki Chicken
17,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/,10mcg,Folate,Baked Teriyaki Chicken
0,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,9.4g,Total Fat,Sloppy Joes II
1,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,4.0g,Saturated Fat,Sloppy Joes II
2,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,50mg,Cholesterol,Sloppy Joes II
3,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,416mg,Sodium,Sloppy Joes II
4,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,323mg,Potassium,Sloppy Joes II
5,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,11.2g,Total Carbohydrates,Sloppy Joes II
6,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,0.4g,Dietary Fiber,Sloppy Joes II
7,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,15.1g,Protein,Sloppy Joes II
8,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,10g,Sugars,Sloppy Joes II
9,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,318IU,Vitamin A,Sloppy Joes II
10,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,10mg,Vitamin C,Sloppy Joes II
11,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,17mg,Calcium,Sloppy Joes II
12,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,2mg,Iron,Sloppy Joes II
13,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,0mg,Thiamin,Sloppy Joes II
14,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,6mg,Niacin,Sloppy Joes II
15,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,0mg,Vitamin B6,Sloppy Joes II
16,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,20mg,Magnesium,Sloppy Joes II
17,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,10mcg,Folate,Sloppy Joes II
0,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,40.9g,Total Fat,Chicken Cordon Bleu II
1,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,24.0g,Saturated Fat,Chicken Cordon Bleu II
2,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,195mg,Cholesterol,Chicken Cordon Bleu II
3,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,655mg,Sodium,Chicken Cordon Bleu II
4,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,473mg,Potassium,Chicken Cordon Bleu II
5,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,7.7g,Total Carbohydrates,Chicken Cordon Bleu II
6,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,0.3g,Dietary Fiber,Chicken Cordon Bleu II
7,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,41.6g,Protein,Chicken Cordon Bleu II
8,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,1g,Sugars,Chicken Cordon Bleu II
9,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,1399IU,Vitamin A,Chicken Cordon Bleu II
10,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,12mg,Vitamin C,Chicken Cordon Bleu II
11,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,272mg,Calcium,Chicken Cordon Bleu II
12,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,1mg,Iron,Chicken Cordon Bleu II
13,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,0mg,Thiamin,Chicken Cordon Bleu II
14,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,23mg,Niacin,Chicken Cordon Bleu II
15,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,1mg,Vitamin B6,Chicken Cordon Bleu II
16,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,55mg,Magnesium,Chicken Cordon Bleu II
17,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,17mcg,Folate,Chicken Cordon Bleu II
0,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,24.7g,Total Fat,Easy Meatloaf
1,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,10.0g,Saturated Fat,Easy Meatloaf
2,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,98mg,Cholesterol,Easy Meatloaf
3,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,335mg,Sodium,Easy Meatloaf
4,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,343mg,Potassium,Easy Meatloaf
5,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,18.5g,Total Carbohydrates,Easy Meatloaf
6,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,1g,Dietary Fiber,Easy Meatloaf
7,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,18.2g,Protein,Easy Meatloaf
8,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,8g,Sugars,Easy Meatloaf
9,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,184IU,Vitamin A,Easy Meatloaf
10,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,3mg,Vitamin C,Easy Meatloaf
11,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,81mg,Calcium,Easy Meatloaf
12,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,2mg,Iron,Easy Meatloaf
13,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,0mg,Thiamin,Easy Meatloaf
14,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,9mg,Niacin,Easy Meatloaf
15,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,0mg,Vitamin B6,Easy Meatloaf
16,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,29mg,Magnesium,Easy Meatloaf
17,https://www.allrecipes.com/recipe/16354/easy-meatloaf/,29mcg,Folate,Easy Meatloaf
0,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,8.1g,Total Fat,Zesty Slow Cooker Chicken Barbecue
1,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,2.0g,Saturated Fat,Zesty Slow Cooker Chicken Barbecue
2,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,61mg,Cholesterol,Zesty Slow Cooker Chicken Barbecue
3,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,1058mg,Sodium,Zesty Slow Cooker Chicken Barbecue
4,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,331mg,Potassium,Zesty Slow Cooker Chicken Barbecue
5,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,32.4g,Total Carbohydrates,Zesty Slow Cooker Chicken Barbecue
6,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,0.3g,Dietary Fiber,Zesty Slow Cooker Chicken Barbecue
7,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,23g,Protein,Zesty Slow Cooker Chicken Barbecue
8,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,26g,Sugars,Zesty Slow Cooker Chicken Barbecue
9,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,158IU,Vitamin A,Zesty Slow Cooker Chicken Barbecue
10,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,1mg,Vitamin C,Zesty Slow Cooker Chicken Barbecue
11,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,32mg,Calcium,Zesty Slow Cooker Chicken Barbecue
12,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,1mg,Iron,Zesty Slow Cooker Chicken Barbecue
13,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,0mg,Thiamin,Zesty Slow Cooker Chicken Barbecue
14,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,11mg,Niacin,Zesty Slow Cooker Chicken Barbecue
15,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,0mg,Vitamin B6,Zesty Slow Cooker Chicken Barbecue
16,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,28mg,Magnesium,Zesty Slow Cooker Chicken Barbecue
17,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/,4mcg,Folate,Zesty Slow Cooker Chicken Barbecue
0,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,19.9g,Total Fat,Baked Pork Chops I
1,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,4.0g,Saturated Fat,Baked Pork Chops I
2,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,128mg,Cholesterol,Baked Pork Chops I
3,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,1142mg,Sodium,Baked Pork Chops I
4,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,440mg,Potassium,Baked Pork Chops I
5,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,36g,Total Carbohydrates,Baked Pork Chops I
6,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,1.5g,Dietary Fiber,Baked Pork Chops I
7,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,29.9g,Protein,Baked Pork Chops I
8,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,3g,Sugars,Baked Pork Chops I
9,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,175IU,Vitamin A,Baked Pork Chops I
10,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,0mg,Vitamin C,Baked Pork Chops I
11,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,109mg,Calcium,Baked Pork Chops I
12,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,4mg,Iron,Baked Pork Chops I
13,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,1mg,Thiamin,Baked Pork Chops I
14,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,11mg,Niacin,Baked Pork Chops I
15,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,1mg,Vitamin B6,Baked Pork Chops I
16,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,33mg,Magnesium,Baked Pork Chops I
17,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/,20mcg,Folate,Baked Pork Chops I
0,https://www.allrecipes.com/recipe/8887/chicken-marsala/,26.6g,Total Fat,Chicken Marsala
1,https://www.allrecipes.com/recipe/8887/chicken-marsala/,10.0g,Saturated Fat,Chicken Marsala
2,https://www.allrecipes.com/recipe/8887/chicken-marsala/,99mg,Cholesterol,Chicken Marsala
3,https://www.allrecipes.com/recipe/8887/chicken-marsala/,543mg,Sodium,Chicken Marsala
4,https://www.allrecipes.com/recipe/8887/chicken-marsala/,411mg,Potassium,Chicken Marsala
5,https://www.allrecipes.com/recipe/8887/chicken-marsala/,13.3g,Total Carbohydrates,Chicken Marsala
6,https://www.allrecipes.com/recipe/8887/chicken-marsala/,0.5g,Dietary Fiber,Chicken Marsala
7,https://www.allrecipes.com/recipe/8887/chicken-marsala/,28.8g,Protein,Chicken Marsala
8,https://www.allrecipes.com/recipe/8887/chicken-marsala/,3g,Sugars,Chicken Marsala
9,https://www.allrecipes.com/recipe/8887/chicken-marsala/,393IU,Vitamin A,Chicken Marsala
10,https://www.allrecipes.com/recipe/8887/chicken-marsala/,2mg,Vitamin C,Chicken Marsala
11,https://www.allrecipes.com/recipe/8887/chicken-marsala/,25mg,Calcium,Chicken Marsala
12,https://www.allrecipes.com/recipe/8887/chicken-marsala/,2mg,Iron,Chicken Marsala
13,https://www.allrecipes.com/recipe/8887/chicken-marsala/,0mg,Thiamin,Chicken Marsala
14,https://www.allrecipes.com/recipe/8887/chicken-marsala/,20mg,Niacin,Chicken Marsala
15,https://www.allrecipes.com/recipe/8887/chicken-marsala/,1mg,Vitamin B6,Chicken Marsala
16,https://www.allrecipes.com/recipe/8887/chicken-marsala/,40mg,Magnesium,Chicken Marsala
17,https://www.allrecipes.com/recipe/8887/chicken-marsala/,23mcg,Folate,Chicken Marsala
0,https://www.allrecipes.com/recipe/51283/maple-salmon/,12.4g,Total Fat,Maple Salmon
1,https://www.allrecipes.com/recipe/51283/maple-salmon/,2.0g,Saturated Fat,Maple Salmon
2,https://www.allrecipes.com/recipe/51283/maple-salmon/,67mg,Cholesterol,Maple Salmon
3,https://www.allrecipes.com/recipe/51283/maple-salmon/,633mg,Sodium,Maple Salmon
4,https://www.allrecipes.com/recipe/51283/maple-salmon/,473mg,Potassium,Maple Salmon
5,https://www.allrecipes.com/recipe/51283/maple-salmon/,14.1g,Total Carbohydrates,Maple Salmon
6,https://www.allrecipes.com/recipe/51283/maple-salmon/,0.1g,Dietary Fiber,Maple Salmon
7,https://www.allrecipes.com/recipe/51283/maple-salmon/,23.2g,Protein,Maple Salmon
8,https://www.allrecipes.com/recipe/51283/maple-salmon/,12g,Sugars,Maple Salmon
9,https://www.allrecipes.com/recipe/51283/maple-salmon/,57IU,Vitamin A,Maple Salmon
10,https://www.allrecipes.com/recipe/51283/maple-salmon/,5mg,Vitamin C,Maple Salmon
11,https://www.allrecipes.com/recipe/51283/maple-salmon/,30mg,Calcium,Maple Salmon
12,https://www.allrecipes.com/recipe/51283/maple-salmon/,1mg,Iron,Maple Salmon
13,https://www.allrecipes.com/recipe/51283/maple-salmon/,0mg,Thiamin,Maple Salmon
14,https://www.allrecipes.com/recipe/51283/maple-salmon/,13mg,Niacin,Maple Salmon
15,https://www.allrecipes.com/recipe/51283/maple-salmon/,1mg,Vitamin B6,Maple Salmon
16,https://www.allrecipes.com/recipe/51283/maple-salmon/,38mg,Magnesium,Maple Salmon
17,https://www.allrecipes.com/recipe/51283/maple-salmon/,31mcg,Folate,Maple Salmon
0,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,20.1g,Total Fat,Grilled Salmon I
1,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,3.0g,Saturated Fat,Grilled Salmon I
2,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,56mg,Cholesterol,Grilled Salmon I
3,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,1092mg,Sodium,Grilled Salmon I
4,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,389mg,Potassium,Grilled Salmon I
5,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,13.2g,Total Carbohydrates,Grilled Salmon I
6,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,0.1g,Dietary Fiber,Grilled Salmon I
7,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,20.5g,Protein,Grilled Salmon I
8,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,12g,Sugars,Grilled Salmon I
9,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,44IU,Vitamin A,Grilled Salmon I
10,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,3mg,Vitamin C,Grilled Salmon I
11,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,27mg,Calcium,Grilled Salmon I
12,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,1mg,Iron,Grilled Salmon I
13,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,0mg,Thiamin,Grilled Salmon I
14,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,11mg,Niacin,Grilled Salmon I
15,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,1mg,Vitamin B6,Grilled Salmon I
16,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,34mg,Magnesium,Grilled Salmon I
17,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,32mcg,Folate,Grilled Salmon I
0,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,5g,Total Fat,Slow Cooker Pulled Pork
1,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,1.0g,Saturated Fat,Slow Cooker Pulled Pork
2,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,49mg,Cholesterol,Slow Cooker Pulled Pork
3,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,990mg,Sodium,Slow Cooker Pulled Pork
4,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,474mg,Potassium,Slow Cooker Pulled Pork
5,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,49.4g,Total Carbohydrates,Slow Cooker Pulled Pork
6,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,1.5g,Dietary Fiber,Slow Cooker Pulled Pork
7,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,21.2g,Protein,Slow Cooker Pulled Pork
8,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,21g,Sugars,Slow Cooker Pulled Pork
9,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,149IU,Vitamin A,Slow Cooker Pulled Pork
10,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,0mg,Vitamin C,Slow Cooker Pulled Pork
11,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,74mg,Calcium,Slow Cooker Pulled Pork
12,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,2mg,Iron,Slow Cooker Pulled Pork
13,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,1mg,Thiamin,Slow Cooker Pulled Pork
14,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,10mg,Niacin,Slow Cooker Pulled Pork
15,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,1mg,Vitamin B6,Slow Cooker Pulled Pork
16,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,36mg,Magnesium,Slow Cooker Pulled Pork
17,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,42mcg,Folate,Slow Cooker Pulled Pork
0,https://www.allrecipes.com/recipe/16700/salsa-chicken/,12.4g,Total Fat,Salsa Chicken
1,https://www.allrecipes.com/recipe/16700/salsa-chicken/,7.0g,Saturated Fat,Salsa Chicken
2,https://www.allrecipes.com/recipe/16700/salsa-chicken/,101mg,Cholesterol,Salsa Chicken
3,https://www.allrecipes.com/recipe/16700/salsa-chicken/,863mg,Sodium,Salsa Chicken
4,https://www.allrecipes.com/recipe/16700/salsa-chicken/,531mg,Potassium,Salsa Chicken
5,https://www.allrecipes.com/recipe/16700/salsa-chicken/,6.8g,Total Carbohydrates,Salsa Chicken
6,https://www.allrecipes.com/recipe/16700/salsa-chicken/,1g,Dietary Fiber,Salsa Chicken
7,https://www.allrecipes.com/recipe/16700/salsa-chicken/,35.5g,Protein,Salsa Chicken
8,https://www.allrecipes.com/recipe/16700/salsa-chicken/,3g,Sugars,Salsa Chicken
9,https://www.allrecipes.com/recipe/16700/salsa-chicken/,543IU,Vitamin A,Salsa Chicken
10,https://www.allrecipes.com/recipe/16700/salsa-chicken/,3mg,Vitamin C,Salsa Chicken
11,https://www.allrecipes.com/recipe/16700/salsa-chicken/,242mg,Calcium,Salsa Chicken
12,https://www.allrecipes.com/recipe/16700/salsa-chicken/,1mg,Iron,Salsa Chicken
13,https://www.allrecipes.com/recipe/16700/salsa-chicken/,0mg,Thiamin,Salsa Chicken
